100
8392.443242,47655.284572,41858.982367,86447.721761,64541.109312,48672.325238,31380.371771,98646.448040,80546.224390,85753.278848,56398.062345,12355.733864,9770.541233,38637.419023,94616.712209,18048.771581,71575.143830,95490.843335,81698.529835,50469.367980,12554.769186,60779.043738,56612.228959,62190.190503,14270.576943,30807.566897,62350.907768,69959.278068,40450.331174,57439.550742,88703.349135,48842.774453,5094.835267,30562.331456,35290.496167,69635.944570,79234.656684,66670.867928,68282.392609,59780.881027,52424.146730,24680.454908,72136.614927,62194.687999,63317.873921,66753.327089,80243.459570,34893.017704,62244.170378,61941.989358,85362.385720,74798.939554,22721.033049,41974.614633,36989.130010,36991.610029,72782.181519,99340.037768,6950.888050,13232.512647,56779.588464,95654.237176,62075.287090,61874.423721,26216.568585,97365.783247,31510.368290,5451.225222,64036.651129,99792.760890,65232.106239,16460.797859,24473.215752,37368.721120,78655.485848,87791.089709,4122.048162,58898.945371,22684.107367,66366.218577,20840.934728,8046.493040,41165.158085,43561.967768,50021.107663,78154.288131,80553.577787,22803.289136,77494.325853,87504.465827,36035.801819,34273.914317,83158.702956,98111.088899,96148.338028,9375.271494,95476.872146,27658.706272,14826.496706,59513.523229
27451.467115,80058.602981,75974.321077,51924.682903,17427.324054,54629.806878,39715.772566,21549.372253,13528.752249,62399.879922,87915.590820,34369.686967,70446.372999,29080.748858,77931.654725,20467.480616,7235.036943,58485.232511,43270.769788,84729.362832,45989.698292,79306.571597,19003.277103,29148.401248,77417.660450,15151.615084,38523.672731,72894.532550,42810.321392,53350.169474,32408.055778,70261.788497,33408.772409,8382.376809,22186.471354,50836.096453,63012.183723,61902.243909,72385.468696,76540.935962,24302.123832,60301.059470,10910.622883,94748.496821,89381.808365,88842.277597,15215.977390,96616.845297,47327.510062,58486.747168,81346.208083,93317.208390,37793.318718,349.485139,22465.609591,15210.979168,15501.100260,60989.282313,88105.511708,58311.421642,14339.451740,20513.567439,28573.210092,47748.224139,28895.944284,50759.681482,98584.320628,91908.127998,12661.925345,70969.789278,68449.063914,36964.049167,31270.848748,79359.686786,31712.545942,20652.657066,68201.964337,46928.523368,17269.502317,15529.474399,5415.270490,98615.710437,8846.682742,43208.589244,98965.195566,31312.292323,58419.568402,14466.295779,92301.574626,46525.080063,72777.717411,6641.026366,67038.647539,1350.927503,54389.250495,95934.591813,52110.608976,52973.571077,87842.719765,64772.534311
23943.360355,56291.783632,1736.583478,55214.209093,35651.470371,33449.129410,75866.866149,3853.434662,80377.652768,93136.368457,19382.909051,85792.923294,91752.078847,28229.591783,29001.512492,90717.274413,59541.884096,87421.080885,5183.570145,51843.458722,33946.160901,77961.287593,58484.485078,984.808394,79312.215086,12873.735526,96919.400197,31422.824015,65847.306640,84762.119915,96195.358316,89790.666984,41053.903500,97931.941784,45004.876031,76705.373862,31381.071194,20871.742134,80558.808560,11758.723916,14008.110544,99941.717600,97551.647200,5760.189391,28171.309383,26553.159646,96477.463794,87713.193470,13974.240484,1661.033892,39556.652146,47920.401422,79622.321475,98041.137214,48905.209806,58934.536515,10914.872740,45824.610003,90357.360520,76762.179370,30586.729872,86552.718836,66552.846308,71640.633409,84484.660573,11557.722292,48346.007224,15865.731721,32429.464416,28904.815737,27624.455673,46437.574950,28846.533338,25176.102827,52197.764331,57017.842711,51729.262509,48675.228078,44731.036134,65703.502983,50336.262007,84287.688317,13623.904359,29958.583436,82328.825484,62529.114201,88893.119987,93243.698215,8353.724157,79250.480460,70005.877538,38940.454019,65803.199249,36558.723799,10581.087381,50287.859822,48116.446081,58927.094642,66153.591533,80545.910487
87831.910369,93778.047196,26983.485437,16678.443660,18954.150023,79181.249758,73696.286361,70683.412523,27856.477836,18427.322496,36386.915459,78192.739833,2715.010766,50010.819855,8151.323222,85043.836240,12539.934009,97044.443198,78287.534454,20893.658156,76294.923658,48293.411946,59834.112166,42098.122861,84852.135781,70415.199584,92385.982673,32968.581816,29342.294179,58539.574206,13514.492303,17174.204502,52317.621355,40497.977730,33852.648199,71271.771368,19679.227442,7548.934513,41955.183844,47535.705268,25976.256999,78342.099340,25728.445054,28691.267755,28352.919148,33879.768312,13735.103995,40892.853147,30924.211464,92022.638439,61786.511294,7219.135075,40316.050338,21620.623413,49317.257973,25168.186073,92035.822987,41703.240599,58136.767925,21378.117119,242.814758,71651.260218,38552.321657,52560.436149,12149.237902,72404.969846,23832.207471,31828.465334,79953.904349,65787.391352,79364.170639,5930.161349,44129.490646,5092.615646,34621.429093,72482.409784,38972.383948,48356.533078,13375.262884,69896.595448,40379.171471,75161.774168,77115.730514,80695.221845,96782.397571,26432.988440,5863.407872,88818.220557,68136.229075,64000.175787,10196.337630,68379.043823,35651.435959,48748.659277,20939.479926,47800.673851,21153.629077,44771.687433,79629.139222,1107.533426
10559.078739,58993.309814,7037.694765,54688.569375,64085.925450,41659.123848,27170.979112,3058.309399,90015.656963,40546.241986,72954.904837,30394.828387,15708.016108,50070.635304,11090.050186,12490.413632,76503.623781,16953.458094,1308.634143,44639.852809,80953.633871,11504.971809,13018.896585,16605.069830,60253.631076,33958.376547,64405.743672,81407.260189,78730.063971,44034.882847,82514.793606,89289.142700,3028.192615,89552.488360,43977.712028,67114.118102,31211.612162,71148.691130,70172.427491,21227.269079,11694.933069,43127.332281,51622.097502,27402.949167,93197.967575,62712.147679,39893.362789,69701.591309,79665.605763,41201.996968,14341.444072,60619.239634,52706.968767,27360.340693,77224.309455,12960.599797,61318.717231,41630.053080,94367.859976,40048.781155,85664.935964,76882.653535,29337.923808,88693.128569,66435.141849,73315.635826,55807.246624,97646.754048,44464.326909,25979.674068,18874.023080,56159.259968,69107.006339,70496.120572,83562.209125,62304.973914,33208.268251,23455.571867,32006.565177,12873.873967,64657.568826,46348.009285,73493.113592,17364.537546,73708.349969,50717.423000,30325.137379,35027.067153,92347.476116,24692.997309,75075.848298,78012.412033,1575.650844,4413.772060,66705.540555,68010.792683,77729.407876,22512.787180,65657.546685,22193.734738
48492.461238,84531.569801,78352.994697,17599.467577,55027.690327,61915.203775,79904.441482,88235.958568,85370.775633,11911.006612,1109.832536,50028.344458,58259.015888,74602.946118,67392.881994,31967.365810,25320.369118,97718.019364,66994.432953,17667.845187,22411.016672,42070.281205,95680.257211,23986.667507,46484.053255,62385.797720,91997.460180,24213.461085,84898.584889,57655.006864,46407.195813,33391.046127,42186.576619,24760.190463,50990.513694,97214.266936,86675.394228,30894.955129,85450.225504,72046.169861,42805.961731,86560.058030,22074.514273,1064.977619,61163.004101,89467.396257,33032.343419,86483.373209,87185.415621,26.776372,4151.218349,9596.432247,42097.057567,99831.475550,33583.099743,88581.110859,62217.273270,25580.559877,12794.571897,47115.858113,83235.566731,59201.767746,80506.904230,25422.143304,83961.958199,31497.417878,22636.410240,70637.352428,62392.372997,8086.635698,42683.522243,5198.334728,94646.693718,64758.036506,6263.312337,55809.697772,54225.432716,39295.655746,42293.070981,41410.848291,39322.432108,46444.289320,51007.280527,81419.489712,46275.764870,84590.380261,70000.600524,8493.038094,10170.940137,82795.172411,55608.896196,93406.506858,41996.940111,36115.800426,18828.650162,25958.898310,67613.218294,41465.060391,96596.250728,30005.591291
49551.696079,39279.772924,35203.926009,44198.389750,4037.809383,41467.238336,8.087476,58263.242090,80762.894072,42301.158446,99674.090417,20085.326180,88745.447803,50681.370898,1504.815846,35021.212627,35271.751158,71505.416361,43514.250710,45442.691286,54300.588725,99123.146897,38849.198097,96297.528873,35238.947277,57677.848249,22256.427137,2852.165570,99142.908631,18852.677819,32857.756851,48694.604663,58132.450733,68061.682850,92892.994403,62170.260106,9528.921139,92901.081915,20433.502150,90291.815201,35202.240315,20107.592520,10377.141335,23947.688071,70788.963454,11881.957171,58968.900688,6060.714566,83387.373521,2483.151352,51503.405842,37687.962247,1606.298249,90352.603929,33985.491073,36845.245515,48030.452178,56241.918200,39697.411076,47173.360762,75094.596008,72555.167916,95867.965462,33227.046694,40616.850719,88760.959819,95397.306791,50145.771848,81662.041687,15830.808894,40437.587049,16864.282002,35938.401450,50814.728374,40811.970063,6727.364858,62696.685582,99780.870788,12788.079414,46084.059057,2264.022093,64291.485246,83772.021293,3870.320332,54644.089129,17757.512320,40715.565883,2674.541261,73999.430509,80412.976949,49847.902060,49094.026471,52968.144865,45715.867475,82321.073155,93584.995575,34476.827247,77718.379899,43730.767423,16138.868935
93549.188829,84168.354463,33003.150927,29487.590233,34983.082790,73815.120980,36214.955081,97679.768362,73595.991721,49003.034485,43763.827419,75860.013851,13294.519685,27535.848666,79730.334172,67938.608804,45293.361022,20445.900009,70613.150102,19292.791484,858.876958,20461.052115,68386.817991,53827.021813,66176.919580,50707.891100,47412.017341,653.746781,28426.270999,91142.784754,16792.615705,21975.459782,75311.139170,49795.766622,51463.050005,10294.221961,23610.887602,87678.005076,7973.990276,97206.879313,36681.039515,51737.817685,73066.893117,49975.559190,79273.666387,52797.227289,17914.167948,24567.027362,73243.127288,88527.318039,43859.818837,74102.004235,8988.370108,12246.636781,27929.026002,75165.289678,62954.527918,75341.043379,75819.036495,91380.798907,66483.828087,92611.652191,13356.258642,41794.967258,42407.418813,64819.308637,52089.189208,66018.306405,52497.313666,60063.179475,63225.185671,89178.353172,11800.997160,36292.078788,39153.912315,91074.663537,89089.306067,57068.080253,15641.690853,62332.433309,45595.398293,59501.509680,36434.437544,54583.768390,71748.146498,64363.463536,29749.058068,34702.674369,39704.506869,5568.094517,26083.473229,6188.334956,98179.746698,39439.731861,47983.302204,40587.165464,4259.040451,72.491365,6605.471823,56756.354108
60135.670830,69830.657531,45934.707233,71936.667980,6122.736273,85088.619538,63011.331470,95212.042330,42156.699744,78653.022313,57544.475592,87752.098027,38154.531993,93978.913126,42335.866417,9902.678444,58342.376662,72084.924475,44605.352802,98046.883521,77653.018982,70688.826021,4235.218430,75832.765634,10128.557835,52218.520624,16419.931098,14387.598276,52291.011979,23025.402911,71143.952374,12426.682809,92856.060432,17078.659560,84363.350779,98978.796694,2167.279051,47374.682249,94190.838977,44323.978786,26027.704515,51735.314569,32076.076812,64182.236498,45714.227649,74411.943220,74084.914932,4056.604265,46496.867648,18690.267688,2103.487785,24149.886584,89379.093699,6338.706206,99982.652208,99507.651524,58557.226866,16402.583259,13895.249754,10848.238799,39427.986207,85039.202118,23274.921598,32284.046592,2117.861632,7638.272376,31262.843286,4285.140673,55012.954615,25453.682217,48609.119495,81040.659121,77188.996776,80685.196298,45222.895619,22903.224425,55097.139471,19307.810504,26959.828680,1594.007072,37998.078229,29063.316455,25743.893646,27377.171881,35402.022698,25726.545808,26884.823405,93959.249554,42129.129104,40780.073150,4807.488306,81557.115300,25819.275268,28082.409940,13841.161845,27937.136890,35720.682307,45104.005121,32222.277600,90733.636912
70557.687374,80831.397085,71774.295987,47746.684104,61516.593336,16997.191559,70649.908519,16613.732760,36305.002100,97609.737235,18207.739822,74303.080318,26673.053644,43951.633459,1680.252153,62075.076331,69678.179257,28565.075548,56034.325839,11807.308314,69345.148735,60841.814181,93364.423604,95164.423993,88924.224112,7205.585450,23101.560836,24644.906372,52309.590561,55323.838426,15378.543238,22867.277888,36155.235465,87152.839214,70613.962029,97671.828791,4150.030773,41263.870501,14285.561504,40455.032863,38873.607690,32493.301317,14758.113135,65546.661370,76444.934766,16438.365278,27621.737655,46123.114022,45003.440863,83656.063530,57930.422326,14348.589551,44497.877665,51294.845930,9513.013497,33422.101730,58500.431370,32614.574324,58067.008093,10810.021884,87938.412787,73445.551321,33677.299809,24093.648205,60598.390488,4291.261791,21765.476995,64748.421252,45555.132282,36051.038490,5203.454069,84428.740008,68544.339843,19961.567194,49975.401331,44989.274562,36399.932508,77597.138976,91112.388574,81403.373361,61253.202460,49042.810900,95751.962902,5751.080078,337.656784,5264.976353,39173.181798,58838.088143,37879.550667,97240.189881,69648.110017,25817.963407,70685.741155,3325.409779,49911.611649,31284.131643,7616.671560,71677.088634,96032.552885,53171.803878
